상호명,카테고리,평점,주소,운영시간,메뉴,시설
쓰리고장어구이 꼼장어구이,장어,5.0,부산 영도구 태종로73번길 7 1층 (우)49037,['매일 14:00 ~ 01:00'],"{'꼼장어구이(소)': '30,000', '꼼장어구이(중)': '4,000', '장어구이(소)': '30,000', '장어탕(소)': '30,000'}",{}
봉래나루,한식,5.0,부산 영도구 봉래나루로 74 (우)49033,['null'],{},{}
시골밥상,"찌개,전골",5.0,부산 영도구 남항로 6 (우)49046,['null'],{},{}
우리동네큰닭,치킨,0,부산 영도구 절영로49번길 11 1층 (우)49054,['null'],"{'후라이드': '19,000', '양념치킨': '20,000', '간장치킨': '20,000', '크림치킨': '21,000', '마늘치킨': '20,000'}",{}
오늘은장어,장어,5.0,부산 영도구 절영로36번길 22 (우)49045,['null'],"{'장어탕': '13,000', '장어구이': '15,000', '장어코스': '25,000'}",{}
용문각,중국요리,2.5,부산 영도구 태종로 56-2 (우)49042,['null'],{},{}
오투,한식,0,부산 영도구 남항로9번길 41 (우)49045,['null'],{},{}
빠나미베이커리,"제과,베이커리",0,부산 영도구 절영로 54 (우)49045,['null'],{},{}
봉구비어 영도남항점,봉구비어,3.0,부산 영도구 남항로25번길 35 (우)49054,['null'],{},{}
피자알볼로 영도점,피자알볼로,5.0,부산 영도구 절영로 50 1층 (우)49045,['매일 11:00 ~ 22:00'],"{'떡볶이': '8,000', '쉬림프&핫치킨골드피자': '29,000', '옥수수피자': '22,500', '단호박피자': '22,500', '수퍼디럭스콤비네이션피자': '20,500', '포테이토피자': '20,500', '': ''}","{'WIFI': '가능', '주차': ''}"
정일품,"육류,고기",0,부산 영도구 남항로 5 (우)49045,['null'],"{'냉면': '6,000', '웰빙쌈밥': '8,000', '두루치기정식': '7,000', '생삼겹살 (150g)': '8,000', '생목살 (150g)': '8,000', '생항정살 (130g)': '8,000', '': ''}",{}
수커피숍,다방,0,부산 영도구 태종로50번길 7 (우)49042,['null'],{},{}
이대가 돼지국밥,한식,5.0,부산 영도구 절영로 39-1 (우)49054,['null'],{},{}
칠성커피숍,다방,0,부산 영도구 태종로 69-1 (우)49037,['null'],{},{}
국수랑샤브랑,국수,5.0,부산 영도구 남항로9번길 28 (우)49045,['월~토 11:00 ~ 21:00'],"{'소고기샤브샤브(1인)': '10,000', '물국수(보통)': '4,000', '비빔국수(보통)': '5,000', '정통충무김밥': '6,000', '김밥': '2,500'}",{}
홍익스테이크 영도점,한식,0,부산 영도구 절영로8번길 12 (우)49033,['null'],{},{}
맛깔참죽 부산영도점,맛깔참죽,0,부산 영도구 태종로 84 (우)49052,['null'],{},{}
빨간병아리,한식,0,부산 영도구 남항로31번길 20 (우)49053,['null'],{},{}
역전할머니맥주 부산영도점,역전할머니맥주,4.0,부산 영도구 절영로35번길 5 (우)49052,['매일 17:00 ~ 02:30'],{},{}
스시보노,"초밥,롤",4.0,부산 영도구 태종로 76 (우)49045,['null'],"{'A 초밥(10p)': '9,900', 'AS 초밥': '13,000', '우삼겹': '9,000', '장어': '9,000', '와규': '10,000'}",{}
떡보의하루 중구영도점,떡보의하루,0,부산 영도구 태종로 55-3 (우)49037,['null'],"{'떡케익3-1호': '35,000', '떡케익3-2호': '40,000', '떡케익4호': '45,000', '떡케익6호': '62,000', '행복담 1호': '48,000', '행복담 2호': '58,000'}",{}
신남경원,중국요리,5.0,부산 영도구 대평로19번길 12 (우)49043,['null'],{},{}
동강기사식당,기사식당,4.0,부산 영도구 절영로 10 (우)49033,['null'],{},{}
동백실비,한식,5.0,부산 영도구 태종로 65 (우)49037,['null'],"{'생선찜(소)': '20,000', '갈치조림(소)': '30,000', '두부김치': '10,000', '갈치구이(소)': '25,000', '매운탕(소)': '20,000'}",{}
꼼장어가숨을쉰다,음식점,5.0,부산 영도구 태종로65번길 5 (우)49037,['null'],{},{}
영분식,분식,0,부산 영도구 태종로83번길 20 (우)49036,['null'],{},{}
마족,"족발,보쌈",1.0,부산 영도구 남항서로 126 (우)49045,['null'],"{'앞발+보쌈소': '30,000', '뒷발+보쌈소': '28,000', '불족+보쌈소': '30,000', '불족+앞발(소)': '30,000', '불족+뒷발소': '28,000', '커플반반': '45,000', '': ''}",{}
복고다방 복고다방,카페,0,부산 영도구 절영로42번길 12 (우)49045,['null'],{},{}
어우량,회,0,부산 영도구 태종로73번길 22-1 (우)49033,['null'],{},{}
라비타커피,커피전문점,5.0,부산 영도구 태종로 85 (우)49036,['null'],{},{}
영도분식,분식,0,부산 영도구 절영로13번길 1 (우)49034,['null'],{},{}
한잔ok,실내포장마차,0,부산 영도구 봉래나루로 79 (우)49033,['월~토 17:50 ~ 03:00'],"{'추천\nls갈비': '25,000', '추천\n꼼장어': '20,000', '오돌뼈': '20,000', '염통꼬치': '20,000', '고갈비': '20,000', '문어숙회': '20,000', '': ''}","{'WIFI': '', '동물출입': '가능', '주차': '가능', '휠체어사용': '가능', '놀이방': '', '흡연실': '가능'}"
밥먹자,한식,0,부산 영도구 대교로 47-2 (우)49033,['null'],{},{}
용다방,다방,0,부산 영도구 태종로73번길 12 (우)49037,['null'],{},{}
J,카페,0,부산 영도구 남항로9번길 47 1층 (우)49045,['null'],{},{}
비취커피숍,다방,0,부산 영도구 태종로65번길 6 1층 (우)49037,['null'],{},{}
물커피숍,다방,0,부산 영도구 절영로14번길 11 (우)49037,['null'],{},{}
수다방,다방,0,부산 영도구 대평로28번길 13-10 (우)49040,['null'],{},{}
백두봉낙지,한식,0,부산 영도구 대평로 20 (우)49040,['null'],{},{}
보물섬,"호프,요리주점",0,부산 영도구 남항로25번길 28-4 (우)49054,['null'],{},{}
모아커피숍,다방,0,부산 영도구 절영로14번길 17 (우)49037,['null'],{},{}
약속회,회,0,부산 영도구 절영로 12-1 (우)49033,['null'],{},{}
바다한상,한식,0,부산 영도구 절영로43번길 33 (우)49053,['null'],{},{}
지리산흑돼지,"육류,고기",0,부산 영도구 남항로9번길 53 (우)49045,['null'],{},{}
종점반점,중국요리,0,부산 영도구 절영로50번길 4 (우)49045,['null'],{},{}
옹헤야불백,"불고기,두루치기",0,부산 영도구 태종로 83 (우)49036,['null'],{},{}
영도이치방,일본식주점,0,부산 영도구 남항로25번길 31 (우)49054,['null'],{},{}
이조숯불갈비,갈비,0,부산 영도구 절영로36번길 4 (우)49045,['null'],"{'왕돼지갈비 (300g)': '13,000', '삼겹살 (200g)': '9,000', '도가니탕': '13,000', '도가니탕 (특)': '15,000', '곰탕': '8,000', '김치찌개': '6,000'}",{}
만다린,중국요리,2.0,부산 영도구 절영로14번길 18 (우)49033,['null'],"{'탕수육+간짜장2+만두': '21,000', '탕수육+짬뽕1+볶음밥1+만두': '23,000', '사천탕수육+잡채밥2+만두': '26,000', '불탕수육+짬뽕1+볶음밥1+만두': '25,000', '탕수육+짜장1': '15,000', '탕수육+짬뽕1': '16,000', '': ''}",{}
영도해풍코다리,한식,5.0,부산 영도구 절영로30번길 19 (우)49045,['null'],{},{}
대교낙지,한식,5.0,부산 영도구 절영로35번길 3 (우)49052,['null'],{},{}
삼오정,"찌개,전골",0,부산 영도구 남항서로 135 (우)49042,['null'],{},{}
재하식당,한식,5.0,부산 영도구 절영로13번길 5 (우)49034,['null'],{},{}
77포항물회,회,0,부산 영도구 절영로36번길 14-1 (우)49045,['null'],{},{}
삼화식당,한식,4.0,부산 영도구 태종로65번길 14 (우)49037,['null'],{},{}
좋은자리,"매운탕,해물탕",3.0,부산 영도구 남항로9번길 35-1 (우)49045,['null'],{},{}
약속커피숍,커피전문점,0,부산 영도구 절영로36번길 2 (우)49045,['null'],{},{}
항구커피숍,커피전문점,0,부산 영도구 남항로9번길 30 (우)49045,['null'],{},{}
7번가피자 영도중앙점,7번가피자,4.0,부산 영도구 태종로 47 (우)49037,['null'],"{'페스티벌 석쇠 L': '32,500', '새우파티 석쇠 L': '32,500', '샘스테이크 석쇠 L': '32,500', '체다골드 포테이토 석쇠 L': '32,500', '흥부박포테이토 석쇠 L': '29,900', '칠리불갈비 석쇠 L': '29,900', '': ''}","{'WIFI': '가능', '동물출입': '', '놀이방': ''}"
장어마을,장어,0,부산 영도구 절영로 15 (우)49036,['null'],{},{}
원더풀 찹쌀 꽈배기 영도점,"제과,베이커리",0,부산 영도구 태종로73번길 22-1 (우)49033,['월~토 09:00 ~ 21:00'],{},{}
수림커피비어,"호프,요리주점",0,부산 영도구 태종로 71 (우)49037,['null'],{},{}
오리1번가,오리,0,부산 영도구 태종로73번길 3-1 (우)49037,['null'],"{'오리백숙': '45,000', '오리 양념': '35,000', '오리 소금구이': '30,000', '뒷고기(한판)': '20,000'}",{}
예쁜떡케이크,"떡,한과",0,부산 영도구 태종로83번길 24 (우)49034,['null'],{},{}
돈스닭스,치킨,0,부산 영도구 절영로20번길 9 1층 (우)49037,['null'],{},{}
행복한식당,한식,0,부산 영도구 절영로42번길 12 (우)49045,['null'],{},{}
디멘드커피,카페,0,부산 영도구 절영로35번길 11 (우)49052,['null'],{},{}
명성닭한마리,닭요리,4.0,부산 영도구 절영로 22 1층 (우)49037,['null'],"{'닭칼국수(1인)': '7,000', '닭한마리(2인)': '25,000', '닭한마리(2~3인)': '35,000', '닭한마리(3~4인)': '45,000'}","{'WIFI': '가능', '주차': '', '놀이방': '', '흡연실': ''}"
잔,한식,5.0,부산 영도구 절영로49번길 7 (우)49054,['null'],{},{}
영,다방,0,부산 영도구 태종로 90 (우)49052,['null'],{},{}
영도관,중국요리,0,부산 영도구 대평로 15 (우)49043,['null'],{},{}
류길상피자샵,피자,0,부산 영도구 절영로 40 하나타워 102호 (우)49045,['매일 11:00 ~ 23:30'],{},{}
남해식당,"육류,고기",5.0,부산 영도구 태종로73번길 27 (우)49033,['null'],{},{}
치킨스톰 부산영도점,치킨,0,부산 영도구 절영로14번길 17-1 1층 (우)49037,['null'],{},{}
원산집,한식,0,부산 영도구 절영로 10-3 (우)49033,['null'],{},{}
동은다방,다방,0,부산 영도구 태종로 62-1 (우)49042,['null'],{},{}
호남식당,한식,0,부산 영도구 태종로73번길 23 (우)49033,['null'],{},{}
한옥아구찜,아구,0,부산 영도구 절영로49번길 7 (우)49054,['null'],{},{}
맘토스트,토스트,5.0,부산 영도구 태종로 83 1층 (우)49036,['월~토 09:00 ~ 19:00'],"{'맘토스트': '3,000', '햄치즈토스트': '3,500', '아메리카노': '2,000', '카페라떼': '3,000', '과일주스': '3,500'}",{}
자갈치브라더스 부산영도점,자갈치브라더스,0,부산 영도구 남항로25번길 27 1층 (우)49054,['null'],{},{'WIFI': '가능'}
생각나는호프,술집,0,부산 영도구 절영로 39 (우)49054,['null'],{},{}
해와달커피숍,카페,0,부산 영도구 남항로31번길 34-1 (우)49053,['null'],{},{}
송이앙플,"떡,한과",0,부산 영도구 남항로9번길 52 1층 (우)49045,['화~금 10:00 ~ 19:00'],{},"{'WIFI': '가능', '주차': '가능'}"
은하수노래주점,술집,0,부산 영도구 절영로14번길 9 (우)49037,['null'],{},{}
첼로,"호프,요리주점",0,부산 영도구 절영로14번길 19 (우)49037,['null'],{},{}
토박이숯불촌,"육류,고기",0,부산 영도구 절영로 6-1 (우)49033,['null'],{},{}
부산영도경찰서 구내식당,구내식당,0,부산 영도구 태종로 46 (우)49042,['null'],{},{}
하꾸양곱창,"곱창,막창",5.0,부산 영도구 절영로 38 (우)49045,['null'],{},{}
김사부,술집,0,부산 영도구 절영로36번길 4 (우)49045,['null'],{},{}
또봉이통닭 부산영도대평점,또봉이통닭,0,부산 영도구 대평로 15 (우)49043,['null'],"{'또봉이통닭': '12,000', '또봉이통닭 반반': '14,000', '양념통닭': '14,000', '간장마늘통닭': '15,000', '순살안심텐더+소스': '14,000', '간장마늘통닭+또봉이통닭': '26,000', '': ''}",{}
한강에레멘트,음식점,0,부산 영도구 대평로 25-1 (우)49043,['null'],{},{}
현이네 추어탕,추어,0,부산 영도구 남항로25번길 36 (우)49054,['null'],{},{}
섬커피숍,카페,0,부산 영도구 태종로 50 (우)49042,['null'],{},{}
마음대로,한식,0,부산 영도구 남항로9번길 6 (우)49045,['null'],{},{}
백두대간,"호프,요리주점",0,부산 영도구 절영로50번길 8 (우)49045,['null'],{},{}
진주식당,한식,0,부산 영도구 태종로 50 (우)49042,['null'],{},{}
영아일랜드,한정식,0,부산 영도구 태종로 86 (우)49052,['null'],{},{}
몽돌커피엔비어,커피전문점,0,부산 영도구 절영로 28 (우)49045,['null'],{},{}
산청경호강추어탕,추어,0,부산 영도구 태종로73번길 3 (우)49037,['null'],{},{}
블랙맥스,"호프,요리주점",5.0,부산 영도구 절영로14번길 8-3 1층 (우)49033,['null'],{},{}
희스토리,술집,0,부산 영도구 절영로35번길 13 (우)49052,['null'],{},{}
수연,"호프,요리주점",0,부산 영도구 남항로25번길 31 현대그린빌라 1동 지하 101호 (우)49054,['null'],{},{}
뚱과장네 술창고,한식,5.0,부산 영도구 절영로13번길 9 1층 (우)49034,['매일 16:30 ~ 02:00'],{},{}
#1st,카페,0,부산 영도구 절영로14번길 10 (우)49033,['null'],"{'아메리카노': '2,000', '수박주스': '2,500', '팥빙수': '3,000'}","{'주차': '', '휠체어사용': '', '놀이방': '', '흡연실': ''}"
사계절식당,한식,5.0,부산 영도구 절영로14번길 19 (우)49037,['null'],{},{}
진주식당,한식,0,부산 영도구 대평로 16 (우)49041,['null'],{},{}
한우리식당,"해물,생선",0,부산 영도구 태종로73번길 29 (우)49033,['월~토 12:00 ~ 20:00'],{},{}
야간근무,"호프,요리주점",0,부산 영도구 절영로49번길 11 (우)49054,['null'],{},{}
일번각,중국요리,0,부산 영도구 대평로6번길 9 (우)49041,['null'],{},{}
영도구이,한식,0,부산 영도구 태종로73번길 26 (우)49033,['null'],{},{}
돈돼지,"육류,고기",0,부산 영도구 절영로35번길 21 (우)49052,['null'],{},{}
풍미물회,"해물,생선",0,부산 영도구 절영로36번길 14-1 (우)49045,['null'],"{'물회': '10,000', '아구찜(소)': '30,000', '아구수육(소)': '30,000', '대구탕': '8,000', '대구뽈찜(소)': '30,000'}",{}
굴친구낙지,한식,3.0,부산 영도구 남항로9번길 5 (우)49045,['null'],{},{}
치자밀면,한식,0,부산 영도구 남항로9번길 47 (우)49045,['null'],{},{}
금커피숍,음식점,0,부산 영도구 태종로73번길 5-1 (우)49037,['null'],{},{}
유앤아이,술집,0,부산 영도구 절영로 12 (우)49033,['null'],{},{}
드루와,실내포장마차,0,부산 영도구 절영로43번길 33 (우)49053,['null'],{},{}
신군아꾸버라,닭요리,0,부산 영도구 태종로 70-1 (우)49045,['null'],"{'소금(600g)': '22,000', '고추장(600g)': '22,000', '간장(600g)': '22,000', '닭발': '20,000', '석쇠 두루치기': '17,000', '목구이(100g)': '4,000', '': ''}",{}
우리터우리술,"호프,요리주점",0,부산 영도구 절영로29번길 24 (우)49052,['null'],{},{}
피노키오,"호프,요리주점",0,부산 영도구 절영로14번길 6 (우)49033,['null'],{},{}
장수 유황오리영양탕,"사철탕,영양탕",0,부산 영도구 남항로9번길 42 (우)49045,['null'],{},{}
화난닭발,술집,0,부산 영도구 절영로 39 (우)49054,['null'],{},{}
노가리빠,"호프,요리주점",0,부산 영도구 남항로25번길 27 (우)49054,['null'],"{'먹태': '15,000', '돈까스': '8,000', '노가리': '8,000', '아귀포': '15,000', '궁물떡볶이': '15,000'}",{}
O바,술집,0,부산 영도구 태종로 71-2 (우)49037,['null'],{},{}
주주,"호프,요리주점",0,부산 영도구 남항로25번길 42 (우)49052,['null'],{},{}
우아한,한식,0,부산 영도구 태종로 45 2층 201호 (우)49037,['null'],{},{}
청파카페,음식점,0,부산 영도구 태종로 40 (우)49042,['null'],{},{}
술푸다,"호프,요리주점",0,부산 영도구 남항로25번길 42 (우)49052,['화~목 18:00 ~ 02:00'],{},{}
와바,술집,0,부산 영도구 절영로36번길 6 (우)49045,['null'],{},{}
다이버포차,술집,0,부산 영도구 남항로25번길 20-1 (우)49054,['null'],{},{}
강남포차,한식,0,부산 영도구 태종로83번길 20 (우)49036,['null'],{},{}
소미녹두촌,"호프,요리주점",0,부산 영도구 절영로35번길 26 (우)49054,['null'],"{'모듬전': '13,000', '굴전': '12,000', '해물파전': '11,000', '명태전': '11,000', '부대찌개': '13,000'}",{}
웨이키,커피전문점,0,부산 영도구 남항서로 110 (우)49045,['null'],{},{}
이가네찜,한식,5.0,부산 영도구 대평로 16 (우)49041,['null'],{},{}
정요양병원 부설온정식당,구내식당,0,부산 영도구 절영로 32 (우)49045,['null'],{},{}
영심이네,"찌개,전골",0,부산 영도구 남항로25번길 42 (우)49052,['null'],{},{}
친구야,술집,0,부산 영도구 남항로25번길 20-1 (우)49054,['null'],{},{}
이모네식당,한식,0,부산 영도구 대평로 23 (우)49043,['null'],{},{}
커피콩,카페,0,부산 영도구 절영로14번길 19 (우)49037,['null'],{},{}
복커피숍,카페,0,부산 영도구 대평로 1 (우)49043,['null'],{},{}
고래,술집,0,부산 영도구 남항로25번길 20-1 (우)49054,['null'],{},{}
토종지리산흑돼지,"육류,고기",5.0,부산 영도구 남항로19번길 48 (우)49052,['null'],{},{}
만남의실비,"호프,요리주점",0,부산 영도구 대평로 15 (우)49043,['null'],{},{}
쌍둥이 연탄곱창 막창,한식,0,부산 영도구 대교로 51 (우)49033,['null'],{},{}
길커피숍&맥주,테마카페,0,부산 영도구 남항로9번길 42 2층 (우)49045,['null'],{},{}
딜리버리팩토리,한식,0,부산 영도구 절영로14번길 8-4 (우)49033,['null'],{},{}
거북이소주방,"호프,요리주점",0,부산 영도구 남항로9번길 43 (우)49045,['null'],{},{}
일송식당,한식,0,부산 영도구 대평로19번길 7 (우)49043,['null'],{},{}
진미식당,장어,0,부산 영도구 대평로 16 (우)49041,['null'],{},{}
그때그자리,양식,0,부산 영도구 절영로36번길 6 (우)49045,['null'],{},{}
